FULLBARCODE,ITEMNAME,ISWEIGHT,PRICEEX1,FLDPRICEUNIT,UNITID,UNITNAME,UNITQTYX100,FPRICEEX4,FULLDESCRIPTION,PROMONUM,DESCRIPTION,STARTDATE,STARTTIME,ENDDATE,ENDTIME,ISWEIGHTEDPROMO,ADDITIONALISCOUPON,ADDITIONALGIFTCOUNT,MINPURCHASEAMOUNT,MINQTY,MINAMOUNT,MAXQTY,DISCOUNTTYPE,DISCOUNTRATE,DISCOUNTEDPRICE,DISCOUNTEDPRICEPERUNIT,CLUBID,ADDITIONALINFO,PROMOTYPE,PROMOTYPENAME,PROMOSUBTYPE,PROMOSUBTYPENAME,LASTINLIST
7290002954187,שוקחה אורז יסמין 5 ק,0,4490,898,1,קג,500,0,שוקחה אורז יסמין 5 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290002977032,סוכר 1 קג -מן,0,390,0,,יחידה,0,0,סוכר 1 קג -מן,,,,,,,,,,,,,,,,,,,,,,,,1
7290002986201,עוגיות יין מצופות 30,0,890,297,11,100 גרם,30000,0,עוגיות יין מצופות 300גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002986216,עוגיות יין,0,890,223,11,100 גרם,40000,0,עוגיות יין,,,,,,,,,,,,,,,,,,,,,,,,1
7290002986218,עוגיות יין ח.מצופה 3,0,890,297,11,100 גרם,30000,0,עוגיות יין ח.מצופה 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002986225,עוגת יין גלגל גדול,0,890,223,11,100 גרם,40000,0,עוגת יין גלגל גדול  400גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002986232,עוגת יין טבעות 350 ג,0,890,254,11,100 גרם,35000,0,עוגת יין טבעות 350 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002986256,עוגיות יין עגולית 39,0,890,228,11,100 גרם,39000,0,עוגיות יין עגולית 390גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290002986539,עוגיות פריכות,0,890,356,11,100 גרם,25000,0,עוגיות פריכות,,,,,,,,,,,,,,,,,,,,,,,,1
7290002986546,עוגיות סנדביץ 220גר,0,290,132,11,100 גרם,22000,0,עוגיות סנדביץ 220גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002986614,גטניו עוגיות קוקוס 3,0,890,297,11,100 גרם,30000,0,גטניו עוגיות קוקוס 300גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002986829,עוגיות יין - יינית 3,0,890,223,11,100 גרם,40000,0,עוגיות יין - יינית 350 גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290002986843,גטניו עוגיות יין - כ,0,890,297,11,100 גרם,30000,0,גטניו עוגיות יין - כעכי יין שקית 300 גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290003015672,סנו סופט מפיות צבעונ,0,710,14,,יחידה,5000,0,סנו סופט מפיות צבעוניות חלקות 50 יח,,,,,,,,,,,,,,,,,,,,,,,,1
7290003089809,פילה מושט ארוז,1,4590,459,11,100 גרם,100000,0,פילה מושט ארוז,,,,,,,,,,,,,,,,,,,,,,,,1
7290003119509,בקבוק חוזר  500 מל,0,120,24,12,100 מל,50000,0,בקבוק חוזר  500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003140237,קליית גת סילאן בבקבו,0,1290,358,11,100 גרם,36000,0,קליית גת סילאן בבקבוק לחיץ 360מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003144020,צוקטה שוקולד מריר 60,0,690,690,11,100 גרם,10000,0,צוקטה שוקולד מריר 60% 100ג,,,,,,,,,,,,,,,,,,,,,,,,1
7290003144037,צוקטה קקאו 150 גרם,0,790,527,11,100 גרם,15000,0,צוקטה קקאו 150 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003144082,צ'וקטה מארז עוגות אי,0,990,0,,יחידה,0,0,צ'וקטה מארז עוגות אישיות 10*30ג,,,,,,,,,,,,,,,,,,,,,,,,1
7290003208005,למברוסקו רוסו אדום 7,0,2990,399,12,100 מל,75000,0,למברוסקו רוסו אדום 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003208012,למברוסקו ביאנקו 750,0,2990,399,12,100 מל,75000,0,למברוסקו ביאנקו 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003208029,למברוסקו רוסטו רוזה,0,2990,399,12,100 מל,75000,0,למברוסקו רוסטו רוזה 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003208043,גוורצטרמינר ארתור מא,0,7990,1065,12,100 מל,75000,0,גוורצטרמינר ארתור מאץ 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003208074,לונדון היל 700 מל,0,7990,1141,12,100 מל,70000,0,לונדון היל 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003208128,קאווה לואיגי ברוט חצ,0,3990,532,12,100 מל,75000,0,קאווה לואיגי ברוט חצי יבש 750 מל,1218069,קאווה גודופרדו 750 מ ל 3 ב 100,2022-02-01,00:00:00,2022-05-01,23:59:00,,,,,3,,,,,100,33.33,,,4,מחיר קבוע,1,רגיל,1
7290003208135,קאווה לואיגי ברוט יב,0,3990,532,12,100 מל,75000,0,קאווה לואיגי ברוט יבש 750 מל,1218069,קאווה גודופרדו 750 מ ל 3 ב 100,2022-02-01,00:00:00,2022-05-01,23:59:00,,,,,3,,,,,100,33.33,,,4,מחיר קבוע,1,רגיל,1
7290003208142,אקרמן מרלו שנה 750מל,0,3990,532,,יחידה,75000,0,אקרמן מרלו שנה 750מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003208197,לורן פרייה שמפניה חצ,0,24990,3332,12,100 מל,75000,0,לורן פרייה שמפניה חצי יבשה,,,,,,,,,,,,,,,,,,,,,,,,1
7290003208531,וויסקי קינג רוברט 70,0,7990,1141,12,100 מל,70000,0,וויסקי קינג רוברט 700 מל,1193845,וויסקי קינג רוברט ב 69.90,2021-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,69.9,69.9,,,4,מחיר קבוע,1,רגיל,1
7290003208579,גריי גוס וודקה 1 ליט,0,15990,15990,2,ליטר,100,0,גריי גוס וודקה 1 ליטר,1221137,גריי גוס וודקה  1 ליטר ב 149.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,149.9,149.9,,,4,מחיר קבוע,1,רגיל,1
7290003208586,מרטיני ביאנקו 750 מ,0,4990,665,12,100 מל,75000,0,מרטיני ביאנקו 750 מל,1221165,וורמוט מרטיני 750 מ ל  2 ב 100,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,100,50,,,4,מחיר קבוע,1,רגיל,1
7290003208593,מרטיני דריי 750 מל,0,4990,665,12,100 מל,75000,0,מרטיני דריי 750 מל,1221165,וורמוט מרטיני 750 מ ל  2 ב 100,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,100,50,,,4,מחיר קבוע,1,רגיל,1
7290003208609,מרטיני רוסו 750 מל,0,4990,665,12,100 מל,75000,0,מרטיני רוסו 750 מל,1221165,וורמוט מרטיני 750 מ ל  2 ב 100,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,100,50,,,4,מחיר קבוע,1,רגיל,1
7290003208616,יין גי פי קולומברד ס,0,4190,559,12,100 מל,75000,0,יין גי פי קולומברד סובניון לבן 750 מל,1221136,יין צרפתי גי פי 750 מ ל 3 ב 100,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,3,,,,,100,33.33,,,4,מחיר קבוע,1,רגיל,1
7290003208647,מבעבע מרטיני ברוט 75,0,6990,932,12,100 מל,75000,0,מבעבע מרטיני ברוט 750 מל,1213416,יין מרטיני ברוט/רוזה מבעבע 750 מ ל ב64.9,2021-12-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,64.9,64.9,,,4,מחיר קבוע,1,רגיל,1
7290003208692,ליקר בנדיקטין 750 מ,0,13990,1865,12,100 מל,75000,0,ליקר בנדיקטין 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003208715,וורמוט מרטיני רוסטו,0,4990,665,12,100 מל,75000,0,וורמוט מרטיני רוסטו,1221165,וורמוט מרטיני 750 מ ל  2 ב 100,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,100,50,,,4,מחיר קבוע,1,רגיל,1
7290003208777,ברון דאריניאק לבן 75,0,3990,532,12,100 מל,75000,0,ברון דאריניאק לבן 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003208876,ארתור מץ ריזלינג 750,0,5990,799,12,100 מל,75000,0,ארתור מץ ריזלינג 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224036,אוכמניות כחולות גולו,0,1990,284,11,100 גרם,70000,0,אוכמניות כחולות גולוביקו,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224128,כיסוני תפוא 800 גרם,0,1990,249,11,100 גרם,80000,0,כיסוני תפוא 800 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224135,כיסונים בשר 800 גרם,0,2390,299,11,100 גרם,80000,0,כיסונים בשר 800 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224142,בלינצ'יס תפא ופטריו,0,1990,0,,יחידה,0,0,בלינצ'יס תפא ופטריות 7 יח',,,,,,,,,,,,,,,,,,,,,,,,1
7290003224159,בלינצ'יס בשר 7 יח',0,2290,0,,יחידה,0,0,בלינצ'יס בשר 7 יח',,,,,,,,,,,,,,,,,,,,,,,,1
7290003224173,בלינצ'יס פטריות 7 יח,0,1990,0,,יחידה,0,0,בלינצ'יס פטריות 7 יח',,,,,,,,,,,,,,,,,,,,,,,,1
7290003224180,פטל שחור 300 גרם,0,1290,430,11,100 גרם,30000,0,פטל שחור 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224258,קרפלך כיסונים במילוי,0,5390,0,,יחידה,0,0,קרפלך כיסונים במילוי בשר בקר1.5 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224265,קרפלך כיסונים במילוי,0,3190,0,,יחידה,0,0,קרפלך כיסונים במילוי בשר בקר 800 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224272,כיסונים בשר מוסקובסק,0,3290,329,11,100 גרם,100000,0,כיסונים בשר מוסקובסקי 1 קג מאמא מרי,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224340,חמוציות יער קפוא מאמ,0,1990,524,11,100 גרם,38000,0,חמוציות יער קפוא מאמא מרי 380 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224388,חמוציות קפוא 300 גרם,0,1290,430,11,100 גרם,30000,0,חמוציות קפוא 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224449,כיסונים במילוי בשר ק,0,2390,299,11,100 גרם,80000,0,כיסונים במילוי בשר קופצ'סקי 800 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224456,כיסונים בשר סיבירסקי,0,2990,2990,1,קג,100,0,כיסונים בשר סיבירסקי 1 קג מאמא מרי,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224463,כיסונים בשר 1 קג או,0,2990,299,11,100 גרם,100000,0,כיסונים בשר 1 קג אוקראינסי מאמא מרי,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224470,כיסונים בשר קייבסקי,0,2990,2990,,יחידה,100,0,כיסונים בשר קייבסקי 1 קג מאמא מרי,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224487,כיסונים בשר פלמיני 1,0,2990,2990,,יחידה,100,0,כיסונים בשר פלמיני 1 קג מאמא מרי,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224500,אוכמניות שחורות (צרנ,0,2390,797,11,100 גרם,30000,0,אוכמניות שחורות (צרניקה) 300 גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224555,פטל שחור/אדום קפוא 3,0,2390,797,11,100 גרם,30000,0,פטל שחור/אדום קפוא 300 גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224654,מיקס פירות יער קפוא,0,1490,497,11,100 גרם,30000,0,מיקס פירות יער קפוא 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224746,דומדמניות שחורות 300,0,1290,339,11,100 גרם,38000,0,דומדמניות שחורות 300גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224753,אוכמניות אדומות 380,0,1290,339,11,100 גרם,38000,0,אוכמניות אדומות 380 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224784,בלינצ'יס עם דובדנים,0,2290,0,,יחידה,0,0,בלינצ'יס עם דובדנים 7 יח',,,,,,,,,,,,,,,,,,,,,,,,1
7290003224821,כיסונים בשר ביתיים 1,0,3190,3190,1,קג,100,0,כיסונים בשר ביתיים 1קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290003224944,אוכמניות צהובות 300,0,1890,630,11,100 גרם,30000,0,אוכמניות צהובות 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003287420,פילה סלמון מעודן 100,0,1590,1590,11,100 גרם,10000,0,פילה סלמון מעודן 100 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003364008,אורגן אקדח רובה,0,5990,5990,,יחידה,100,0,אורגן אקדח רובה,,,,,,,,,,,,,,,,,,,,,,,,1
7290003364107,אוטו צבעוני צעצוע לי,0,4990,4990,,יחידה,100,0,אוטו צבעוני צעצוע לים,,,,,,,,,,,,,,,,,,,,,,,,1
7290003364398,כלי רכב מיוחד,0,5990,0,,יחידה,0,0,כלי רכב מיוחד,,,,,,,,,,,,,,,,,,,,,,,,1
7290003364428,בובות פרווה,0,5990,5990,,יחידה,100,0,בובות פרווה,,,,,,,,,,,,,,,,,,,,,,,,1
7290003364817,כדור רגל,0,4990,0,,יחידה,0,0,כדור רגל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003411474,צל מקרטון עגול עמוק,0,1500,0,,יחידה,0,0,צל מקרטון עגול עמוק מזהב,,,,,,,,,,,,,,,,,,,,,,,,1
7290003438006,ממרח פסטו איטלקי 180,0,1390,772,11,100 גרם,18000,0,ממרח פסטו איטלקי 180 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003438013,ממרח זיתים אוליביה,0,1390,732,11,100 גרם,19000,0,ממרח זיתים אוליביה,,,,,,,,,,,,,,,,,,,,,,,,1
7290003438020,ממרח עגבניות עם אגוז,0,1390,732,11,100 גרם,19000,0,ממרח עגבניות עם אגוזים 190 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003438709,ממרח זיתים שחורים 19,0,1390,732,11,100 גרם,19000,0,ממרח זיתים שחורים 190 רם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003438853,אוליביה אריסה חריפה,0,1390,0,,יחידה,0,0,אוליביה אריסה חריפה 185 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003438891,אוליביה חרוסת 190 גר,0,1390,0,,יחידה,0,0,אוליביה חרוסת 190 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003438990,עיטורי עגבניות מיובש,0,1790,639,11,100 גרם,28000,0,עיטורי עגבניות מיובשות 280 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003521180,שמפו + מרכך סרקל,0,1900,380,11,100 גרם,50000,0,שמפו + מרכך סרקל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003578313,דובדבנים חמוצים ללא,0,1190,175,11,100 גרם,68000,0,דובדבנים חמוצים ללא חרצנים 680גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290003578719,ירקות כבושים 1.7,0,1890,118,11,100 גרם,160000,0,ירקות כבושים 1.7,,,,,,,,,,,,,,,,,,,,,,,,1
7290003582440,מלחיה קפיץ,0,690,0,,יחידה,0,0,מלחיה קפיץ,,,,,,,,,,,,,,,,,,,,,,,,1
7290003583195,צלחת קורנפלקס,0,400,400,,יחידה,100,0,צלחת קורנפלקס,,,,,,,,,,,,,,,,,,,,,,,,1
7290003583669,סלסלת כלבו 25.5/37.5,0,600,0,,יחידה,0,0,סלסלת כלבו 25.5/37.5 סמ,,,,,,,,,,,,,,,,,,,,,,,,1
7290003583737,סלסלת כלבו 19.5/29.5,0,400,0,,יחידה,0,0,סלסלת כלבו 19.5/29.5 סמ,,,,,,,,,,,,,,,,,,,,,,,,1
7290003584192,סט שירותים ראטן,0,1490,0,,יחידה,0,0,סט שירותים ראטן,,,,,,,,,,,,,,,,,,,,,,,,1
7290003680344,קליק סלסלה כלבו קטנה,0,490,0,,יחידה,0,0,קליק סלסלה כלבו קטנה,,,,,,,,,,,,,,,,,,,,,,,,1
7290003781065,מלפפון בחומץ 690 גרם,0,990,146,11,100 גרם,68000,0,מלפפון בחומץ 690 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003796434,צלעות צרכני מהדרין.,1,4490,449,11,100 גרם,100000,0,צלעות צרכני מהדרין.,,,,,,,,,,,,,,,,,,,,,,,,1
7290003796502,זרוע חלק מהדרין,1,2990,299,11,100 גרם,100000,0,זרוע חלק מהדרין,,,,,,,,,,,,,,,,,,,,,,,,1
7290003796557,גידים,1,7990,799,11,100 גרם,100000,0,גידים,,,,,,,,,,,,,,,,,,,,,,,,1
7290003805648,אקס בודי ספריי בלק 1,0,1290,860,12,100 מל,15000,0,אקס בודי ספריי בלק 150 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290003806645,פתית תירס פסח ללא גל,0,1680,840,11,100 גרם,20000,0,פתית תירס פסח ללא גלוטן 200 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290003882014,פלפלים כבושים 1.45,0,1790,123,11,100 גרם,145000,0,פלפלים כבושים 1.45,,,,,,,,,,,,,,,,,,,,,,,,1
7290004000090,עארק סאבאת 640 מל,0,6590,1030,12,100 מל,64000,0,עארק סאבאת 640 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290004000819,עארק סאבאת 750 מל,0,7490,999,12,100 מל,75000,0,עארק סאבאת 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290004063016,מלח שולחן 1 קג,0,170,170,1,קג,100,0,מלח שולחן 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004063115,מלח גס  בישול 1קג,0,170,170,1,קג,100,0,מלח גס  בישול 1קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064082,מטחנה מלח ים טבעי- מ,0,1290,516,11,100 גרם,25000,0,מטחנה מלח ים טבעי- מלח גולמי ללא עיבוד,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064099,מטחנה הימלאיה- מלח ס,0,1690,563,11,100 גרם,30000,0,מטחנה הימלאיה- מלח סלעים טבעי 300גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064105,מטחנה מלח ים ועשבי ת,0,1690,676,11,100 גרם,25000,0,מטחנה מלח ים ועשבי תיבול 250גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064174,מלח ההימלאיה דק בצנצ,0,1690,1690,1,קג,100,0,מלח ההימלאיה דק בצנצנת 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064181,מלח ההימלאיה גס בצנצ,0,1690,1690,1,קג,100,0,מלח ההימלאיה גס בצנצנת 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064198,מטחנת מלח אקסטרא תבל,0,1690,1470,11,100 גרם,11500,0,מטחנת מלח אקסטרא תבלינים ספייסי 115 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064228,מטחנת מלח אקסטרא תבל,0,1690,1470,11,100 גרם,11500,0,מטחנת מלח אקסטרא תבלינים שום ופלפל  115,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064280,מלח  הארץ מופחת נתרן,0,1690,282,11,100 גרם,60000,0,מלח  הארץ מופחת נתרן צנצנת 600 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064297,מלח הארת מועשר ביוד,0,890,890,1,קג,100,0,מלח הארת מועשר ביוד בצנצנת 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064303,מלח  הארץ אטלנטי בצנ,0,1890,236,11,100 גרם,80000,0,מלח  הארץ אטלנטי בצנצנת 800 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064310,מלח פלוס בצל מלחייה,0,1390,794,11,100 גרם,17500,0,מלח פלוס בצל מלחייה 175 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064327,מלח פלוס פפריקה 175,0,1390,794,11,100 גרם,17500,0,מלח פלוס פפריקה 175 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064334,מלח פלוס שום מלחייה,0,1390,794,11,100 גרם,17500,0,מלח פלוס שום מלחייה 175 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064358,מלח הארץ דק זורם בקל,0,490,0,,יחידה,0,0,מלח הארץ דק זורם בקלות 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064365,מלח הארץדק מועשר ביו,0,590,0,,יחידה,0,0,מלח הארץדק מועשר ביוד 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064372,מטחנת מלח אקסטרא תבל,0,1690,1470,11,100 גרם,11500,0,מטחנת מלח אקסטרא תבלינים 105 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290004064389,מלח הימלאיה דק מלחיי,0,1090,436,11,100 גרם,25000,0,מלח הימלאיה דק מלחייה 250 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290004090446,פולי סויה 1 קג,0,1490,0,,יחידה,0,0,פולי סויה 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004099558,קורווזיה לוקס 700 מ,0,15990,2284,12,100 מל,70000,0,קורווזיה לוקס 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290004099893,יין גיפי קברנה סירא,0,4190,559,12,100 מל,75000,0,יין גיפי קברנה סירא 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
7290004123010,צלעות מס 2 לקג חלק,1,4490,449,11,100 גרם,100000,0,צלעות מס 2 לקג חלק רבנות,,,,,,,,,,,,,,,,,,,,,,,,1
7290004161019,סלמון 100 גרם,0,2490,0,,יחידה,0,0,סלמון 100 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
7290004193997,שניצל אמיתי שומשום 6,0,2490,415,11,100 גרם,60000,0,שניצל אמיתי שומשום 600 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290004220044,עטרה קציצות קבב 400,0,2190,548,11,100 גרם,40000,0,עטרה קציצות קבב 400 גר,,,,,,,,,,,,,,,,,,,,,,,,1
7290004220105,שניצלוני עוף 600 ג',0,2490,415,11,100 גרם,60000,0,שניצלוני עוף 600 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290004255428,נרות נשמה 24 שעות- ר,0,190,0,,יחידה,0,0,נרות נשמה 24 שעות- ר. שמאי,,,,,,,,,,,,,,,,,,,,,,,,1
7290004256319,ר.שמאי נר נשמה 24 שע,0,290,0,,יחידה,0,0,ר.שמאי נר נשמה 24 שעות,,,,,,,,,,,,,,,,,,,,,,,,1
7290004257101,אנטריקוט דקדק 250 גר,0,3490,1396,11,100 גרם,25000,0,אנטריקוט דקדק 250 גרם עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290004257101,אנטריקוט דקדק 250 ג',0,2990,0,,יחידה,0,0,אנטריקוט דקדק 250 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290004257118,מילנסה דקדק 250 ג' ע,0,2990,0,,יחידה,0,0,מילנסה דקדק 250 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290004257118,מילנסה דקדק 250 גרם,0,3490,1396,11,100 גרם,25000,0,מילנסה דקדק 250 גרם עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290004257125,סינטה דקדק 250 ג' עט,0,2990,0,,יחידה,0,0,סינטה דקדק 250 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290004257125,סינטה דקדק 250 גרם ע,0,3490,1396,11,100 גרם,25000,0,סינטה דקדק 250 גרם עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290004257477,טחון חזה עוף 100% 1,0,4490,4490,1,קג,100,0,טחון חזה עוף 100% 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004257477,טחון חזה עוף 100% 1,0,4490,4490,1,קג,100,0,טחון חזה עוף 100% 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004257484,טחון הודו 100% 1 קג,0,4490,4490,1,קג,100,0,טחון הודו 100% 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004257484,טחון הודו 100% 1 קג,0,4490,4490,1,קג,100,0,טחון הודו 100% 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004257491,טחון בקר 100% 1 קג,0,5990,5990,1,קג,100,0,טחון בקר 100% 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004257491,טחון בקר 100% 1 קג,0,5990,5990,1,קג,100,0,טחון בקר 100% 1 קג,,,,,,,,,,,,,,,,,,,,,,,,1
7290004263041,גולש בקר עטרה קפוא,1,5190,519,11,100 גרם,100000,0,גולש בקר עטרה קפוא,,,,,,,,,,,,,,,,,,,,,,,,1
7290004263072,שריר הזרוע עטרה,1,4990,499,11,100 גרם,100000,0,שריר הזרוע עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290004263102,פילה צלעות עטרה,1,4990,499,11,100 גרם,100000,0,פילה צלעות עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290004263393,קישקע ירושלמי 500 ג',0,1390,278,11,100 גרם,50000,0,קישקע ירושלמי 500 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290004263515,מעורב ירושלמי 500 ג',0,2190,274,11,100 גרם,80000,0,מעורב ירושלמי 500 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
7290004263652,נקנקיות עוף 400 ג' ע,0,990,248,11,100 גרם,40000,0,נקנקיות עוף 400 ג' עטרה,,,,,,,,,,,,,,,,,,,,,,,,1
